,age,cost_of_ad,device_type,gender,in_initial_launch_location,income,n_drivers,n_vehicles,prior_ins_tenure,pred_outcome
7517,48,0.003928655,Android,M,1,54241,1,1,13,1
7518,29,0.003924347,other,M,1,38992,2,3,0,0
7519,21,0.005352024,iPhone,M,0,25222,1,2,2,0
7520,36,0.005412585,iPhone,M,1,37619,2,2,8,0
7521,55,0.00540317,laptop,F,0,82128,2,3,6,0
7522,56,0.004290269,desktop,M,0,61807,1,2,4,0
7523,52,0.003672095,desktop,M,1,69866,1,1,17,1
7524,19,0.006011075,iPhone,F,1,47608,2,1,1,0
7525,35,0.004153099,laptop,M,0,64002,1,3,9,0
7526,41,0.006115850999999999,iPhone,F,0,54139,2,3,9,0
7527,26,0.005154232,iPhone,M,1,56602,2,3,3,0
7528,17,0.004063457,laptop,M,0,19125,1,1,0,0
7529,32,0.004099762,other,M,1,60051,1,3,8,0
7530,24,0.003410754,desktop,M,1,33726,1,2,0,1
7531,49,0.004981254,desktop,F,0,77938,1,3,10,0
7532,47,0.0050150870000000005,desktop,F,0,76482,1,1,12,0
7533,50,0.005107469,other,F,1,81680,2,1,4,0
7534,32,0.006192896,iPhone,F,1,50412,1,3,3,0
7535,16,0.003921565,other,M,0,29191,2,1,0,1
7536,17,0.0042958020000000005,laptop,F,0,48670,1,2,0,1
7537,59,0.004707368,laptop,F,0,59500,2,2,14,0
7538,28,0.005164425,other,F,1,46622,1,2,4,0
7539,19,0.006386658000000001,iPhone,F,1,33080,1,2,0,0
7540,20,0.003557065,laptop,M,0,28575,1,3,0,0
7541,33,0.004067088,laptop,M,1,71279,2,3,6,0
7542,28,0.00500539,Android,F,0,48941,2,2,2,0
7543,43,0.003864545,laptop,M,1,43927,2,1,3,0
7544,52,0.005201316,iPhone,M,0,64518,1,3,10,0
7545,23,0.003846796,laptop,M,0,37135,2,2,1,0
7546,35,0.005280198000000001,other,F,1,41230,1,2,7,0
7547,43,0.005417825,iPhone,M,1,73351,2,3,0,0
7548,35,0.005248064,laptop,F,0,44757,1,3,4,0
7549,30,0.003335658,desktop,M,1,30212,2,3,3,0
7550,43,0.004199461,other,M,1,63931,1,3,6,0
7551,51,0.00535651,iPhone,M,0,86528,2,1,8,1
7552,37,0.005118809,Android,F,0,53846,2,1,4,0
7553,43,0.00517384,laptop,F,0,59119,1,3,2,0
7554,31,0.003825015,Android,M,0,33094,2,3,2,1
7555,40,0.005014382,desktop,F,1,60636,2,1,6,1
7557,19,0.00447032,desktop,F,0,36505,1,1,1,0
7558,18,0.005473478,iPhone,M,0,24221,1,2,0,0
7559,54,0.003771463,laptop,M,1,86643,2,3,12,0
7560,52,0.0041898840000000005,desktop,M,1,90415,1,3,5,1
7561,51,0.004206635,laptop,M,1,58555,1,3,13,0
7563,23,0.004472468,laptop,F,0,28706,1,3,0,0
7564,18,0.004809309,iPhone,M,0,40658,2,3,1,0
7565,30,0.004702748,laptop,F,1,53182,1,3,4,0
7566,23,0.0037886290000000004,laptop,M,0,34915,2,2,0,0
7567,34,0.004030342,desktop,M,0,62110,2,1,4,1
7568,53,0.005438549,iPhone,M,1,90974,1,1,2,1
7569,58,0.00448946,Android,M,0,69300,1,1,21,1
7570,23,0.00458112,desktop,F,1,48262,1,2,0,0
7571,17,0.0043581290000000005,Android,F,0,46319,2,2,0,1
7572,44,0.004646939,other,F,0,69604,1,1,7,0
7573,17,0.0032298390000000004,Android,M,0,40020,1,2,0,1
7574,32,0.004748991,Android,F,0,51669,2,1,2,0
7575,56,0.004645308,laptop,F,1,89877,1,2,14,0
7576,40,0.00433885,desktop,M,0,48211,2,2,3,0
7577,53,0.00637221,iPhone,F,0,62056,2,3,14,0
7578,26,0.005226687,Android,F,1,54396,2,1,2,1
7579,51,0.00646724,iPhone,F,0,83402,2,2,17,0
7580,44,0.006434558000000001,iPhone,F,1,57404,2,1,9,0
7581,48,0.004871847,other,F,1,80880,2,2,1,0
7582,57,0.004373791,other,M,0,64257,1,3,18,0
7583,16,0.005050552,Android,F,1,32383,2,3,0,1
7584,28,0.00630544,iPhone,F,0,54597,2,1,6,1
7585,17,0.0042262359999999995,desktop,F,1,47878,2,1,0,0
7586,21,0.0039262459999999996,other,M,0,31993,1,2,1,0
7587,58,0.005198551,iPhone,M,1,74023,2,3,13,0
7588,31,0.003597693,Android,M,1,52752,2,1,3,1
7589,39,0.005233424,iPhone,M,1,56479,1,3,0,0
7590,40,0.0044806279999999995,desktop,F,1,77674,1,2,0,1
7591,52,0.0060225140000000005,iPhone,F,0,70829,2,3,2,0
7592,45,0.004027292,laptop,M,1,79044,2,2,7,0
7593,28,0.003982841,Android,M,1,47437,1,1,3,1
7594,40,0.004151559,Android,M,1,66512,2,2,4,1
7596,51,0.0050458709999999995,Android,F,1,54966,2,3,7,0
7597,37,0.0039528440000000005,other,M,0,62834,2,1,1,1
7598,38,0.005931652,iPhone,F,0,69620,2,3,10,0
7599,53,0.004723288,desktop,F,1,81840,1,3,14,0
7600,51,0.0035690870000000003,other,M,0,73362,1,2,8,0
7601,24,0.0043130270000000005,laptop,F,1,52235,1,1,1,0
7602,32,0.0037969370000000002,desktop,M,0,67722,1,2,7,0
7603,56,0.0042142640000000006,laptop,M,1,90714,1,3,5,0
7604,58,0.005462712,iPhone,M,0,67549,1,3,3,0
7605,37,0.00511051,Android,F,0,64139,1,2,10,0
7606,18,0.003279232,laptop,M,1,29769,2,2,0,0
7607,48,0.004008505999999999,desktop,M,1,74584,2,2,3,1
7608,56,0.004831358,other,F,0,75949,2,1,17,0
7609,24,0.005939438000000001,iPhone,F,1,46796,2,3,4,0
7610,33,0.00492901,laptop,F,0,52392,2,1,7,0
7611,46,0.004216788,laptop,M,1,63791,1,3,8,0
7612,60,0.004012633,other,M,0,97759,2,2,14,0
7613,60,0.005118185999999999,other,F,0,98952,1,1,2,0
7614,32,0.005283721,other,F,0,39741,2,1,8,0
7615,19,0.004367188,Android,F,0,22440,1,2,1,1
7616,31,0.004197573,desktop,M,0,38720,2,1,6,1
7617,49,0.0050724509999999995,other,F,0,72469,1,2,5,0
7618,50,0.004651424,laptop,F,0,55682,2,3,8,0
7619,24,0.003479667,other,M,1,28823,2,3,1,0
7620,49,0.005287192,laptop,F,1,73026,1,1,10,0
7621,53,0.003868576,other,M,1,55005,1,2,8,1
7622,56,0.005392136,Android,F,0,89843,1,1,14,0
7623,34,0.004578106,other,F,0,41823,1,2,4,0
7624,38,0.005326022,desktop,F,1,73543,1,2,11,0
7625,56,0.004613782,desktop,F,1,59470,1,2,1,0
7626,45,0.004796458,other,F,0,82147,2,3,14,0
7627,33,0.0045285709999999995,Android,F,1,45379,1,1,8,1
7628,27,0.004125235,desktop,M,0,44887,2,3,1,1
7629,51,0.00417555,laptop,M,0,70219,2,2,7,0
7630,43,0.006645000999999999,iPhone,F,0,75926,2,2,6,0
7631,19,0.0040238470000000005,desktop,M,0,55576,1,3,0,1
7632,42,0.003839924,other,M,0,50813,2,3,1,0
7633,55,0.005396753000000001,desktop,F,1,62816,2,3,19,0
7634,42,0.005089934,other,F,0,77935,1,3,12,0
7635,24,0.003554945,laptop,M,1,28139,1,2,0,0
7636,32,0.00395113,Android,M,0,54956,2,3,7,0
7637,36,0.005110435,Android,F,0,60871,2,2,1,0
7638,23,0.004961211,other,F,1,47312,2,3,2,0
7639,36,0.00564997,iPhone,M,0,55956,2,3,10,0
7640,58,0.00520188,other,F,0,88137,2,1,1,0
7641,31,0.003997501,desktop,M,0,41904,2,3,4,1
7642,37,0.004883517,desktop,F,0,56919,1,2,9,0
7643,33,0.00457528,Android,F,1,38078,1,2,8,0
7644,39,0.006501334,iPhone,F,0,47891,2,1,2,0
7645,59,0.00545862,desktop,F,0,69164,2,3,21,0
7646,30,0.006162081999999999,iPhone,F,0,46842,1,2,3,0
7647,26,0.003487942,Android,M,1,41686,1,1,0,1
7648,60,0.0038242429999999997,laptop,M,0,86181,1,2,5,0
7649,55,0.005127178,iPhone,M,0,59172,2,2,1,0
7650,32,0.005857759000000001,iPhone,F,0,45885,1,1,0,1
7651,55,0.00542965,laptop,F,1,60889,2,1,18,1
7652,33,0.004851137,other,F,1,65417,2,3,1,0
7653,54,0.004811775999999999,other,F,1,59300,1,1,8,1
7654,18,0.005825271,iPhone,F,0,24387,1,2,0,1
7655,19,0.003705967,Android,M,0,22064,1,3,0,1
7656,16,0.0053971869999999995,iPhone,M,0,20672,1,3,0,0
7657,19,0.004060223,laptop,M,0,53043,2,3,1,0
7658,51,0.0053748469999999994,laptop,F,1,59470,2,1,5,1
7659,29,0.004075197,desktop,M,1,39518,1,2,3,1
7660,57,0.003929825,laptop,M,0,70755,2,1,6,0
7661,17,0.0043062379999999996,other,F,0,40285,2,2,0,0
7662,45,0.005164446,desktop,F,1,79704,2,1,8,1
7663,27,0.004213451,desktop,M,0,44619,2,2,2,1
7664,54,0.0053567169999999996,Android,F,1,72398,1,2,14,0
7665,41,0.006514695,iPhone,F,0,76334,2,1,8,1
7666,17,0.004039805,laptop,M,1,56351,2,2,0,0
7667,22,0.003671143,laptop,M,1,43074,1,3,1,0
7668,20,0.004798938,desktop,F,1,29469,2,2,2,0
7669,21,0.006058164,iPhone,F,1,43664,2,2,1,0
7670,46,0.00608904,iPhone,F,0,55435,2,3,6,0
7671,45,0.004167038,laptop,M,0,70746,2,1,7,0
7672,60,0.004215875,Android,M,1,81798,2,2,13,1
7673,19,0.00338135,laptop,M,1,32414,1,3,0,0
7674,45,0.0052748230000000005,desktop,F,1,53499,1,1,7,1
7675,19,0.003384668,laptop,M,0,56011,2,3,1,0
7676,45,0.004370771,other,M,1,45763,2,3,6,0
7677,36,0.005139759,iPhone,M,0,55902,1,2,5,0
7678,42,0.005419908,desktop,F,0,68203,1,2,4,0
7679,23,0.003284461,other,M,0,38140,1,3,2,0
7680,47,0.005563379,iPhone,M,1,49324,2,1,13,1
7681,57,0.004681589,other,F,0,71477,1,2,19,0
7682,27,0.003988693,other,M,0,27589,1,1,2,1
7683,55,0.005015985,laptop,F,0,75371,1,2,4,0
7684,22,0.0035124440000000004,laptop,M,0,59450,2,2,1,0
7685,27,0.004066472,other,M,0,62904,2,2,5,0
7686,22,0.0050708179999999995,other,F,1,43609,1,3,3,0
7687,45,0.003676428,laptop,M,0,79629,2,3,4,0
7688,37,0.00463967,laptop,F,1,69905,2,2,2,0
7689,35,0.004835407,laptop,F,1,65113,2,2,4,0
7690,38,0.0066863719999999995,iPhone,F,1,58348,2,1,1,0
7691,35,0.004239309,desktop,M,1,55683,2,3,1,1
7692,37,0.005251345,laptop,F,0,50620,1,1,2,0
7693,22,0.004649621,Android,F,1,57117,1,1,0,1
7694,59,0.005093525,desktop,F,0,76387,1,1,15,0
7695,60,0.0049398459999999995,desktop,F,0,81079,1,3,21,0
7696,32,0.004760202,desktop,F,1,49636,2,3,1,0
7698,52,0.0041595040000000005,other,M,0,78981,1,3,11,0
7699,56,0.003737425,laptop,M,0,58062,2,1,13,0
7700,39,0.005050966,desktop,F,1,41118,2,3,1,0
7701,27,0.004666357,other,F,1,66850,2,2,5,0
7702,30,0.005238829,iPhone,M,1,69524,2,1,6,1
7703,34,0.005083433,desktop,F,1,34926,2,1,4,1
7704,46,0.0043726270000000005,desktop,M,0,71375,2,2,8,0
7705,39,0.004397068,Android,F,1,78543,1,2,4,1
7706,42,0.004530353,Android,F,0,78971,2,2,6,0
7707,29,0.0035650309999999998,desktop,M,1,34074,1,1,1,1
7708,35,0.003618687,laptop,M,1,37598,1,2,7,0
7709,31,0.0042014190000000005,Android,M,0,64081,1,2,6,0
7710,34,0.004759139,desktop,F,1,63015,2,1,0,1
7711,31,0.005209104,other,F,0,70304,1,1,1,0
7712,55,0.004461801,desktop,M,1,80381,2,2,11,1
7713,21,0.0050923240000000005,desktop,F,1,55164,1,1,1,1
7714,20,0.003449334,laptop,M,0,58923,1,3,2,0
7715,56,0.005342362,other,F,1,94095,2,2,7,0
7716,43,0.005685172,iPhone,M,0,77300,1,1,2,1
7717,26,0.004018322,other,M,0,31585,1,3,3,0
7718,17,0.004775092,iPhone,M,0,53314,1,1,0,1
7719,52,0.004636187,laptop,F,1,90031,2,3,8,0
7720,48,0.005798663000000001,iPhone,M,0,59050,1,2,2,0
7721,37,0.003828795,Android,M,1,61868,1,2,0,1
7723,51,0.004961172,desktop,F,0,60294,2,3,14,0
7724,31,0.003553425,laptop,M,0,66363,1,3,5,0
7725,57,0.003742593,other,M,1,76808,2,2,18,0
7726,24,0.003714279,desktop,M,1,59891,1,3,3,1
7727,57,0.0054214369999999994,Android,F,1,78414,2,3,20,0
7728,52,0.005355746,desktop,F,1,80897,1,2,5,0
7729,29,0.004844416,iPhone,M,1,37540,2,1,2,1
7730,16,0.003715025,other,M,1,39066,2,1,0,1
7731,44,0.005781802,iPhone,M,0,53349,2,2,4,0
7732,44,0.003456506,laptop,M,1,67356,1,3,6,0
7733,53,0.004425374,Android,M,1,77373,2,1,2,1
7734,57,0.0048655370000000005,desktop,F,0,64658,1,2,8,0
7735,51,0.004655742,desktop,F,0,79262,1,3,10,0
7736,21,0.0038917340000000004,Android,M,0,32378,2,1,2,1
7737,39,0.0053311930000000006,iPhone,M,1,64072,2,2,7,0
7738,55,0.005444413,Android,F,1,68796,2,3,6,0
7739,55,0.005451005,other,F,0,70344,1,2,19,0
7740,41,0.005373701999999999,desktop,F,1,80042,2,3,7,0
7741,57,0.005129041,desktop,F,1,61897,2,2,8,0
7742,21,0.005077435999999999,iPhone,M,0,21076,1,3,0,1
7743,29,0.004889874000000001,other,F,0,52535,2,2,5,0
7744,41,0.00538942,laptop,F,1,53216,2,2,6,0
7745,30,0.004453572,desktop,F,1,48232,1,1,7,1
7746,55,0.00381799,Android,M,1,86848,2,2,16,1
7747,59,0.006615359,iPhone,F,1,63018,1,3,11,0
7748,59,0.0059719890000000005,iPhone,M,1,88236,2,3,12,0
7749,43,0.0062523940000000005,iPhone,F,1,81951,1,3,4,0
7750,27,0.004752827,other,F,0,49404,1,2,0,0
7751,30,0.0033703279999999997,desktop,M,0,32038,1,3,4,0
7752,39,0.0034832229999999997,desktop,M,0,64500,1,1,4,1
7754,33,0.004615691,desktop,F,0,55770,2,2,4,0
7755,52,0.005432223000000001,desktop,F,1,81257,2,1,2,1
7756,22,0.005362957,iPhone,M,0,40396,1,1,1,1
7757,30,0.00391093,desktop,M,1,58404,1,3,5,1
7758,45,0.004451589000000001,desktop,F,1,62545,1,2,3,1
7759,17,0.004358392,desktop,F,1,39821,2,2,0,1
7760,38,0.0052993269999999995,desktop,F,0,62752,2,2,3,0
7761,30,0.005058142,iPhone,M,0,41261,1,1,4,1
7762,53,0.006559248,iPhone,F,1,76874,1,3,7,0
7763,42,0.003702028,Android,M,0,61124,1,2,3,0
7764,45,0.004275736,desktop,M,1,69212,1,1,5,1
7765,55,0.004166988,laptop,M,0,91469,2,3,3,0
7766,50,0.003819931,desktop,M,1,70084,2,1,6,1
7767,46,0.005231389,iPhone,M,1,82555,1,2,9,0
7768,34,0.0043664820000000005,desktop,F,1,57030,2,3,8,1
7769,55,0.0042665590000000005,laptop,M,1,59058,1,3,8,0
7770,41,0.005338961,Android,F,1,63556,1,3,11,0
7771,44,0.003886974,laptop,M,0,80630,2,3,4,0
7772,17,0.004535646,Android,F,1,36700,2,1,0,0
7773,35,0.003768902,desktop,M,1,60769,2,2,5,1
7774,40,0.003882026,other,M,0,67552,1,2,3,0
7775,45,0.0061725140000000005,iPhone,F,1,62237,2,2,5,0
7776,31,0.0050133040000000005,Android,F,1,69291,2,2,3,0
7777,43,0.0051225559999999995,desktop,F,1,81690,1,2,0,0
7778,32,0.004240324,laptop,M,0,54052,2,1,6,0
7779,54,0.005454100000000001,other,F,0,81292,1,3,10,0
7780,55,0.00440228,laptop,M,1,58579,2,2,3,0
7781,45,0.004323392,laptop,M,0,66836,1,2,11,0
7782,50,0.004218456,other,M,1,80036,1,1,5,1
7783,59,0.004317342,other,M,0,96441,2,1,10,0
7784,51,0.004090056,laptop,M,0,84503,2,1,14,0
7785,48,0.006456085,iPhone,F,1,64144,2,1,12,0
7786,41,0.004727695,laptop,F,1,51757,2,1,6,1
7787,39,0.004886941,desktop,F,1,55163,2,1,8,1
7788,60,0.005532024,Android,F,0,62820,2,3,5,0
7789,42,0.003524743,Android,M,1,80123,2,1,6,1
7790,16,0.005788234000000001,iPhone,F,1,53733,2,1,0,0
7791,28,0.004360763,desktop,F,1,35291,2,1,3,1
7792,42,0.004449579,laptop,F,1,60870,2,2,0,0
7793,16,0.004333684,Android,F,1,51467,1,3,0,1
7794,19,0.0035184590000000003,desktop,M,1,58253,2,2,1,1
7795,18,0.004412064,other,F,1,26313,2,1,0,0
7796,41,0.00443527,laptop,F,0,45350,2,1,8,0
7797,46,0.003724484,other,M,1,65040,1,2,5,0
7798,55,0.005846788,iPhone,M,0,83977,2,3,10,0
7799,31,0.004829885,laptop,F,0,36844,1,1,3,0
7800,42,0.004169832,desktop,M,1,60488,1,2,10,1
7802,40,0.00679279,iPhone,F,1,77515,2,3,9,0
7803,29,0.005170765,other,F,1,59621,2,3,1,0
7804,59,0.004654874,other,F,1,67071,1,2,10,0
7805,53,0.004717476,desktop,F,1,55336,2,2,6,0
7806,58,0.004028593,desktop,M,1,93501,2,2,18,1
7807,36,0.006647101,iPhone,F,0,59560,1,1,3,0
7808,38,0.003850319,Android,M,1,53004,1,1,1,1
7809,57,0.00526611,Android,F,1,67213,1,1,9,1
7810,50,0.004606914,laptop,F,1,83140,2,1,2,1
7811,20,0.005172217,iPhone,M,0,39652,1,1,1,1
7812,33,0.0058914119999999995,iPhone,F,0,47954,2,3,6,0
7813,56,0.00384635,Android,M,1,90317,2,2,12,1
7814,16,0.00505097,Android,F,1,49531,1,2,0,1
7815,35,0.003590046,laptop,M,0,37657,2,1,9,0
7816,23,0.003441837,laptop,M,0,35901,1,2,1,0
7817,53,0.00509459,iPhone,M,0,89678,2,3,5,0
7818,54,0.004847374000000001,other,F,1,54481,2,3,0,0
7819,32,0.0036637840000000002,desktop,M,1,67411,2,1,5,1
7820,54,0.005525444,desktop,F,1,73059,1,1,5,1
7821,42,0.004750543,other,F,1,69467,2,3,3,0
7822,29,0.0044811420000000005,Android,F,1,46540,2,2,0,1
7823,25,0.004830361,other,F,1,45688,1,3,2,0
7824,18,0.004225798,Android,F,1,30714,1,2,1,1
7825,49,0.005159520999999999,laptop,F,0,77371,2,3,5,0
7826,56,0.004703296,desktop,F,1,91155,2,3,5,0
7827,44,0.005178252,iPhone,M,1,47459,2,3,9,0
7828,41,0.005183502,Android,F,0,65845,2,1,12,0
7829,55,0.0038934729999999997,Android,M,1,80236,2,2,4,1
7830,55,0.004476074,laptop,M,0,92011,1,2,15,0
7831,26,0.0049667190000000005,other,F,0,65312,2,2,0,0
7832,17,0.004812676,other,F,0,22089,1,3,0,1
7833,53,0.00536006,Android,F,0,66933,1,2,0,0
7834,43,0.004671837,Android,F,1,71418,1,1,3,1
7835,51,0.004019401,Android,M,0,56708,1,3,14,0
7836,51,0.003832495,desktop,M,1,72953,1,3,4,1
7837,49,0.004884502,Android,F,1,59778,1,3,9,0
7838,41,0.005923749,iPhone,F,1,72931,2,2,3,0
7839,54,0.004066737,laptop,M,0,68839,1,2,5,0
7840,41,0.004065344,laptop,M,0,62964,2,3,10,0
7841,53,0.00356669,other,M,1,61075,2,3,15,0
7842,31,0.005059698,other,F,1,48276,1,2,5,0
7843,36,0.005515775,iPhone,M,1,64613,2,3,10,0
7844,16,0.004994780999999999,iPhone,M,1,36989,2,3,0,1
7845,19,0.004470012,Android,F,0,56394,1,2,0,0
7846,22,0.005149513,laptop,F,0,36146,1,1,2,1
7847,53,0.004027488,laptop,M,1,92050,1,2,13,0
7848,26,0.005185115,laptop,F,1,43442,1,3,1,0
7849,36,0.0053565159999999995,Android,F,0,70119,2,1,8,1
7850,18,0.0037566559999999997,other,M,1,57733,1,1,0,1
7851,22,0.005989815999999999,iPhone,F,1,38042,2,3,2,0
7852,50,0.004073283,other,M,1,84756,1,2,15,1
7853,55,0.004839399,desktop,F,1,76793,1,2,1,0
7854,48,0.004109974000000001,other,M,0,57968,1,3,5,0
7855,53,0.004938631,other,F,0,86750,2,1,3,0
7856,24,0.005420263000000001,iPhone,M,0,62963,1,3,3,0
7857,33,0.0035276170000000003,desktop,M,1,55656,2,2,0,1
7858,47,0.006598687,iPhone,F,0,70777,2,3,1,0
7859,53,0.0060546390000000005,iPhone,F,0,62621,1,1,5,0
7860,49,0.004749741,other,F,0,49606,2,1,9,0
7861,17,0.003477092,desktop,M,1,46094,2,2,0,1
7862,28,0.005064212,laptop,F,1,31951,2,2,1,0
7863,30,0.004852674,Android,F,1,54935,1,3,2,0
7864,28,0.004689749,desktop,F,1,60600,2,3,0,0
7865,46,0.003536681,other,M,0,56824,2,2,2,0
7866,17,0.0031938970000000002,laptop,M,1,45886,1,3,0,1
7867,38,0.004461718,Android,F,0,43451,2,3,2,0
7868,47,0.003793789,desktop,M,0,79710,2,3,13,0
7869,54,0.003957611,Android,M,0,72736,1,2,3,0
7870,24,0.003456867,Android,M,1,25470,2,1,1,1
7871,25,0.003382524,desktop,M,1,29784,2,1,0,1
7872,55,0.004456023,desktop,M,1,89988,1,3,6,1
7873,20,0.004548365,desktop,F,1,26377,2,2,2,0
7874,55,0.003660633,other,M,1,62608,1,2,12,0
7875,45,0.004287378,Android,M,1,64942,2,3,10,1
7876,52,0.005188568,desktop,F,1,70552,2,2,13,0
7877,48,0.0038796340000000003,Android,M,1,74712,1,3,3,1
7878,53,0.0052250429999999995,Android,F,0,82412,2,2,11,0
7879,40,0.004817943,other,F,0,51809,2,2,10,0
7880,20,0.0047175920000000005,laptop,F,1,26633,1,3,2,0
7882,25,0.004023769,laptop,M,0,53268,2,1,0,0
7883,44,0.003957464,desktop,M,0,52945,1,2,6,0
7884,59,0.005556691,laptop,F,1,79600,1,3,19,0
7885,53,0.006777437,iPhone,F,0,90610,1,3,9,0
7886,23,0.003910137,other,M,0,38891,2,3,0,0
7887,55,0.004631481,laptop,F,1,68477,2,3,5,0
7889,44,0.00659906,iPhone,F,1,75550,1,1,9,1
7890,27,0.003908054,laptop,M,0,64001,1,2,3,0
7891,49,0.006063931999999999,iPhone,F,0,68850,1,2,9,0
7892,26,0.00495113,iPhone,M,1,38628,2,3,3,0
7893,19,0.006688908,iPhone,F,0,34626,1,1,1,1
7894,49,0.004388204000000001,other,M,1,71123,2,3,5,0
7895,18,0.00386887,desktop,M,0,51909,1,1,0,1
7896,59,0.006207191,iPhone,F,0,60449,1,3,12,0
7897,36,0.0052244959999999995,other,F,0,38991,1,2,1,0
7898,53,0.003833074,desktop,M,0,57411,1,2,2,0
7899,30,0.005482529,iPhone,M,0,32406,2,3,0,0
7900,39,0.0045348920000000004,other,F,1,66406,1,2,2,0
7901,26,0.004396477,Android,F,1,59804,1,2,5,1
7902,42,0.004168109000000001,laptop,M,1,56459,1,1,6,0
7903,28,0.003544996,Android,M,1,47556,1,2,5,1
7904,49,0.005096916,iPhone,M,0,69440,2,1,0,1
7905,40,0.004804575,other,F,1,75505,1,2,2,0
7906,46,0.0046685270000000004,Android,F,0,50353,1,2,9,0
7907,30,0.005172047,desktop,F,1,58120,1,2,0,0
7908,38,0.004177082,Android,M,0,64560,2,1,0,1
7909,50,0.005349041,laptop,F,1,52630,1,1,5,1
7910,23,0.004011553,laptop,M,1,61535,1,3,2,0
7911,28,0.004846585,iPhone,M,1,51038,2,1,0,1
7912,29,0.003893873,Android,M,0,61501,1,2,4,1
7913,37,0.0045506470000000005,laptop,F,0,56151,2,2,10,0
7914,28,0.0038463990000000003,desktop,M,1,44744,2,3,5,1
7915,47,0.0040667659999999994,laptop,M,1,69013,2,2,2,0
7916,21,0.003547282,Android,M,0,54160,1,1,2,1
7917,30,0.0042252109999999996,Android,M,1,67798,1,1,0,1
7918,48,0.003598749,laptop,M,1,54493,2,2,9,0
7919,32,0.004973883,laptop,F,0,59749,1,1,4,0
7920,52,0.005228421,other,F,0,61533,1,3,0,0
7921,22,0.004721991,iPhone,M,0,25532,1,2,2,0
7922,56,0.0037468479999999997,laptop,M,0,75565,1,1,11,0
7923,25,0.003477718,other,M,0,25128,1,1,4,0
7924,45,0.004354577,laptop,M,0,54114,2,2,6,0
7925,33,0.003485711,Android,M,0,39718,1,3,3,1
7926,18,0.004168867,laptop,M,0,34561,1,3,0,1
7927,28,0.003346157,Android,M,1,58129,2,3,2,1
7928,40,0.004400169000000001,Android,F,0,41131,1,3,8,0
7929,49,0.005875895999999999,iPhone,M,0,60376,1,2,0,0
7930,28,0.003635539,other,M,0,51408,2,3,6,0
7931,23,0.005191902,other,F,0,59557,1,2,2,0
7932,27,0.0034859129999999998,other,M,1,45815,1,2,5,0
7933,45,0.005213497,iPhone,M,1,84339,2,1,7,1
7934,56,0.005338244,laptop,F,1,75970,1,3,19,0
7935,44,0.00430542,Android,M,1,79654,2,2,1,1
7936,48,0.005028738,laptop,F,1,85681,1,2,1,0
7937,49,0.004083407,desktop,M,0,52490,2,2,8,0
7938,48,0.004629421,Android,F,0,78931,2,3,9,0
7939,59,0.004780665999999999,Android,F,0,95118,2,3,16,0
7940,16,0.003383157,laptop,M,0,16124,1,3,0,1
7941,44,0.003609925,desktop,M,1,45800,2,1,2,1
7942,35,0.004782055,Android,F,0,57493,2,3,4,0
7943,57,0.005390165,desktop,F,1,60652,1,2,17,0
7944,45,0.005449995,iPhone,M,0,56553,1,2,7,0
7945,32,0.004731867,other,F,1,60948,2,3,6,0
7946,44,0.003946168,Android,M,0,79114,1,1,7,1
7947,33,0.004126587,other,M,1,68333,2,3,0,0
7948,19,0.005604746,iPhone,M,0,37678,1,3,1,0
7949,31,0.00543558,iPhone,M,1,53685,2,1,3,1
7950,42,0.00524384,Android,F,1,45576,1,2,12,1
7951,34,0.004957583,other,F,1,50375,2,1,5,0
7952,46,0.003854989,Android,M,1,63993,2,1,10,1
7953,28,0.0065730219999999995,iPhone,F,0,64056,2,1,1,1
7954,17,0.004767602,iPhone,M,0,25768,1,1,0,1
7955,51,0.004825569,laptop,F,0,63905,1,1,8,0
7956,21,0.005263828000000001,iPhone,M,1,50912,2,3,1,0
7957,48,0.003612135,laptop,M,0,60014,2,1,7,0
7958,48,0.00420981,laptop,M,0,64096,2,1,11,0
7959,44,0.003630487,other,M,0,45389,2,2,9,0
7960,32,0.005986315,iPhone,F,0,59806,1,1,3,1
7961,27,0.005297493,iPhone,M,1,43718,2,2,5,0
7962,47,0.005236055,desktop,F,1,82378,1,3,15,0
7963,25,0.0043660109999999995,laptop,F,1,50426,1,2,1,0
7964,21,0.0038010170000000003,laptop,M,0,29466,2,1,1,0
7965,22,0.004993485,laptop,F,0,56726,2,1,3,1
7966,39,0.005121347,other,F,1,63307,1,3,4,0
7967,50,0.003622019,laptop,M,1,64628,1,3,11,0
7968,20,0.004875061,other,F,0,40842,2,1,2,0
7969,22,0.003929933,Android,M,0,28613,2,2,3,1
7970,19,0.004741985,laptop,F,0,48621,2,1,0,1
7971,24,0.004054097,Android,M,0,43423,1,2,2,1
7972,34,0.006608158,iPhone,F,0,46127,1,3,3,0
7973,36,0.006393424,iPhone,F,0,68575,2,2,2,0
7974,16,0.004972568,iPhone,M,1,33175,1,2,0,0
7975,48,0.004186173,other,M,0,59457,1,1,11,1
7976,44,0.0041855040000000005,other,M,1,74479,2,2,2,0
7977,31,0.0037927940000000004,other,M,0,50167,1,3,4,0
7978,34,0.0049373279999999995,iPhone,M,1,44400,1,1,0,1
7979,54,0.003988348,other,M,0,68191,1,1,5,0
7980,60,0.004621288,desktop,F,1,74267,1,3,22,0
7981,56,0.004282139,laptop,M,0,70125,2,2,0,0
